u_id	document_id	person_id	speaker_note_id
i-HpVhuEF2jCuWMUjsKqLdqg	7	unknown	i-6NYSHuvMsTBSTdfykiXqN5
i-8gAASwTczGUFMjuprsFpW5	7	unknown	missing
i-LMH8pDc9n2vGkxKxuFnRXq	7	unknown	missing
i-HhBFp3UjTGzNBYAfi9n2ga	7	unknown	missing
i-W9uF9Rv9iF1g8fJfcuPWGy	7	unknown	missing
i-2BLsUiSL8SmWD52SViBk4J	7	unknown	missing
i-3amckJX3MYanm3mDZNeK62	7	unknown	missing
i-DyHFo5kB4ATw9TZN5NRMzh	7	unknown	missing
i-D7Hnke7P1XyNapnHApUqsN	7	unknown	missing
i-JcFZh8km5Y7Bx7WCj9UBcS	7	unknown	missing
i-NyANy3i6VUpqSKgMg7SZk1	7	unknown	missing
i-JS8uQLkBrAPXLqhKA7SYyD	7	unknown	missing
i-FGJwJZG2e3quZLqwwqhy8k	7	unknown	missing
i-MzAdNhxFqTv5h7PDULD7Sh	7	unknown	missing
i-HFApVxsGMZQPciw8Kamz84	7	unknown	missing
i-Ls9M6FCR7fLvZfG6m8Scts	7	unknown	missing
i-GrGKZbdnmRZgZxZM8xbGJN	7	Q6072689	i-Nf2p2YXsMArqMg4Fsg7xNx
i-7jvx8gwKk2WQN4bDqwuNBc	7	Q6072689	i-Nf2p2YXsMArqMg4Fsg7xNx
i-HEXdQ3t8x5aXEa3SyEz7E2	7	Q6072689	i-Nf2p2YXsMArqMg4Fsg7xNx
i-BWdGLCeXon1SNMHBsNhYNW	7	Q6072689	i-Nf2p2YXsMArqMg4Fsg7xNx
i-XqBtvFNBWkJVVLMSYsNBqt	7	Q6072689	i-Nf2p2YXsMArqMg4Fsg7xNx
i-WpcvrZvuHUK8L1ZmrAUQi6	7	Q6072689	i-Nf2p2YXsMArqMg4Fsg7xNx
i-2gf1K7SiJ9ENb8DnxZWZho	7	Q6072689	i-Nf2p2YXsMArqMg4Fsg7xNx
i-FJrjGotdVi34RWetUB654D	7	Q6072689	i-Nf2p2YXsMArqMg4Fsg7xNx
i-XSmjjqTu7EYs5XuCAfF24N	7	Q6072689	i-Nf2p2YXsMArqMg4Fsg7xNx
i-EzGULjPqDVWc5aEtqU9FVa	7	Q6072689	i-Nf2p2YXsMArqMg4Fsg7xNx
i-JB9MDaA23gW6RmNJp2L9zi	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-EtmL12SdZ3M8LASzuvN4y3	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-Ve6PxKYkhzVucYrB8BnEF2	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-GSsm9Si9PkWUXbKuLrU5CH	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-BjHU35XRoxcpxqjgh76wpg	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-2Q5zRVLDxYs5pzHWudFwFN	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-EbrERe8GQ7YV7fyFArtRue	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-BgBNj7rX6eApwm6hn4vSxQ	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-Wuh9P1fyp8V1Zcyh2T6SiF	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-3xn9kaZn9fTYgQC1FQatKi	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-SrJMaRRcCjbKn6CTMeNcyJ	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-3AakwDxp5CTKK51QjDEC6N	7	Q6072689	i-DmsGegGAKvXR9khEahEMJJ
i-4aJozjssfhpZNUjis9w4p2	7	Q5777440	i-ATm18xS5BtyuMLos2L5KJJ
i-LJ1FUNoW3gH6SD157iaD6V	7	Q5777440	i-ATm18xS5BtyuMLos2L5KJJ
i-G1tVezcKky1BHMRpWYjZTp	7	Q5777440	i-ATm18xS5BtyuMLos2L5KJJ
i-E8q6nLeQiG98gNyf5Yvwu2	7	Q5777440	i-ATm18xS5BtyuMLos2L5KJJ
i-HKUyvbiCX9LHjFXV6gi2SH	7	Q5777440	i-ATm18xS5BtyuMLos2L5KJJ
i-EPCJVso1NNCBFYieejeL8o	7	Q5777440	i-ATm18xS5BtyuMLos2L5KJJ
i-TWnYbeCZ5KDMDGfx5ML5j1	7	Q5777440	i-ATm18xS5BtyuMLos2L5KJJ
i-RHbi418J8724N7TWXQrQhY	7	Q5777440	i-ATm18xS5BtyuMLos2L5KJJ
i-Vvo4V8Pfj1cAKKbjJbhFn9	7	Q5777440	i-ATm18xS5BtyuMLos2L5KJJ
i-2gop8mYhRRXMfucbSLCA9i	7	Q5777440	i-ATm18xS5BtyuMLos2L5KJJ
i-N1CUGZagntjftvVSqVjaVq	7	Q5551491	i-8x76L7c8D8CGdRQASAjCpg
i-65iW3c8ef1pWePivyiR8Aa	7	Q5551491	i-8x76L7c8D8CGdRQASAjCpg
i-5n1ocqLouyrF85RkGpZpnX	7	Q5551491	i-8x76L7c8D8CGdRQASAjCpg
i-HnMgUATLHfWpxj2y4XCSC	7	Q5551491	i-8x76L7c8D8CGdRQASAjCpg
i-7B2ezsvVLQS8j6FjcsahVP	7	Q5551491	i-8x76L7c8D8CGdRQASAjCpg
i-XLGE6KDL49bRParrdEdKZN	7	Q5551491	i-8x76L7c8D8CGdRQASAjCpg
i-Pc4hsXbyDzCTgfzLYSYwjh	7	Q5551491	i-8x76L7c8D8CGdRQASAjCpg
i-PgV6uhki1VC6bhpGdr71jr	7	Q5551491	i-8x76L7c8D8CGdRQASAjCpg
i-PrLHUxuDBmYrULwXVyzcnX	7	Q4984675	i-bEeGErVC4ETEA5Ch7WepM
i-QDGhqDeZrp68PFoZNQvnk7	7	Q4984675	i-bEeGErVC4ETEA5Ch7WepM
i-AV4rg6dfDHcRRbfu31KSu6	7	Q4984675	i-bEeGErVC4ETEA5Ch7WepM
i-Jn3vjCXCfYDAom3vPapSTM	7	Q4984675	i-bEeGErVC4ETEA5Ch7WepM
i-TYo6pKz58vQ1SUnog2MdTr	7	Q4984675	i-bEeGErVC4ETEA5Ch7WepM
i-WbNCGiHztTuaMUCUVGzpLW	7	Q4984675	i-bEeGErVC4ETEA5Ch7WepM
i-9VKPU1r5jJti6wZgaTVLD5	7	Q4984675	i-bEeGErVC4ETEA5Ch7WepM
i-U4CT95aUA7KbaMnTQnfiDd	7	Q4984675	i-bEeGErVC4ETEA5Ch7WepM
i-VgsNHj5c8E6Nh2HgY7qSG4	7	Q6156731	i-SWoSrnzkbgb35Dvg4A62Ui
i-GmNMYfUKWqCeNhHDhNrtbA	7	Q6156731	i-SWoSrnzkbgb35Dvg4A62Ui
i-DyFuZzwkNBVHBqPEmMCvHe	7	Q6156731	i-SWoSrnzkbgb35Dvg4A62Ui
i-JTvm9Cz7A18j5u8DoTk7Hf	7	Q6156731	i-SWoSrnzkbgb35Dvg4A62Ui
i-8GqPRXeWrj6BtTmFRN3h6K	7	Q6156731	i-SWoSrnzkbgb35Dvg4A62Ui
i-F8CgzhCqJVx1dTAbWKwn1Y	7	Q6156731	i-SWoSrnzkbgb35Dvg4A62Ui
i-45W4At8QX1E4nWpSKHjQLb	7	Q6156731	i-SWoSrnzkbgb35Dvg4A62Ui
i-UF5MwpTWbmTYi8HTrNhmMA	7	Q5781896	i-Y9m9fVaufx2ruLRAMMr8iX
i-UD3rac8oa86GiaKhf8ev2c	7	Q5781896	i-Y9m9fVaufx2ruLRAMMr8iX
i-NjrDdQHnqoQD71RcZicMEr	7	Q5781896	i-Y9m9fVaufx2ruLRAMMr8iX
i-JQqBuFbwaVwhnHadpKXrge	7	Q5781896	i-Y9m9fVaufx2ruLRAMMr8iX
i-7VDMw5aXk6pTaUzxcFKnZX	7	Q5781896	i-Y9m9fVaufx2ruLRAMMr8iX
i-7NV3zg9wL8uteVHAKQQXMw	7	Q5781896	i-Y9m9fVaufx2ruLRAMMr8iX
i-LB8p8ag8rUvQ2LmAMtqrDL	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-NuVJkeQY8iZiAMxN9cRKHo	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-SawciugJCnCkFeGrsLEKAi	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-MFc3sVRumS5hfcv9mWRToN	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-VAmFpko4P7ga2hyvUBidyd	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-ENdw4y2Bk5CPjJM9Ax5njY	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-JciBWLsTpELo9DPaMxiSLJ	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-8QkV8zmrgihbRwoYnnANeg	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-EamqHiSVDzJkYU9tzNv3Xw	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-FgeZs4MjcVbRjnxm1VbPdN	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-LW56QiKX95kfRWktL9pzDf	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-RgSsn9WLu8d6CG7edfT3DZ	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-Xs5ifbmau5LK6MNhRJUMKd	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-T3rf4twFgGcMrxmdsTqrJj	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-MoMSgc8bM2QAbtcQT8Jopv	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-9REk4bMhkYXFX7QbeKViKP	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-PCbxvNLeta4evVNN72zk7u	7	Q6012223	i-Ue87EXJpsCqjyoSb6NufqG
i-HsCT3Nkuya11ruxMksAAWU	7	Q6172705	i-8fuGg3fARWvAmf6Y99rDH8
i-Q2uyWjNozwAfZsYcVFWFiD	7	Q6172705	i-8fuGg3fARWvAmf6Y99rDH8
i-Eykd35PDPQkCQw26Q19vBU	7	Q6172705	i-8fuGg3fARWvAmf6Y99rDH8
i-sX3dEpdadpoAJkWWAq8uc	7	Q6172705	i-8fuGg3fARWvAmf6Y99rDH8
i-Qbr1XhbGxqPmciBRbxb9bx	7	Q6172705	i-8fuGg3fARWvAmf6Y99rDH8
i-QmcgSQ1tRH5j8714ebpZYT	7	Q6172705	i-8fuGg3fARWvAmf6Y99rDH8
i-X7Nc9UL4wMHG2MAR2xhWhU	7	Q6172705	i-8fuGg3fARWvAmf6Y99rDH8
i-26LggvYow7vV6R6jWzsy13	7	Q6172705	i-8fuGg3fARWvAmf6Y99rDH8
i-CQk7jd8rfmtXbT4kW6EAGd	7	Q6172705	i-8fuGg3fARWvAmf6Y99rDH8
i-Br6uQN781HWoj2JuUpcaM7	7	Q6172705	i-8fuGg3fARWvAmf6Y99rDH8
i-HKsm5GoRKpRc7vChAEJU9u	7	Q5621600	i-8SNdZxxXwk4oELRErjs817
i-JUcRqUWvqw4oYKJNCC5tJf	7	Q5621600	i-8SNdZxxXwk4oELRErjs817
i-VJSUe3wejC4wD9Pq89XBy9	7	Q5621600	i-8SNdZxxXwk4oELRErjs817
i-83jzuxtPtq8mnL1APaDjhp	7	Q5621600	i-8SNdZxxXwk4oELRErjs817
i-6koqGJSi3nxfyfCS6RNkWe	7	Q5621600	i-8SNdZxxXwk4oELRErjs817
i-MNVB9Pb8vmY8ER2pKP2hfP	7	Q5621600	i-8SNdZxxXwk4oELRErjs817
i-6nMxZLGspycuUuzQepPW88	7	Q6199074	i-MmfEU6soHtpmUU33EJqAfJ
i-BYVFHSog2BH4fgwfViGZx9	7	Q6199074	i-MmfEU6soHtpmUU33EJqAfJ
i-AghVv7J76G5eehnHYsCejf	7	Q6199074	i-MmfEU6soHtpmUU33EJqAfJ
i-3hA4BijJ99tBBnmTB3PraA	7	Q6199074	i-MmfEU6soHtpmUU33EJqAfJ
i-8mbT7JThLk427dV8oAvxPt	7	Q6199074	i-MmfEU6soHtpmUU33EJqAfJ
i-C1JQz9Dg9hSKRxM78JwcmZ	7	Q6199074	i-MmfEU6soHtpmUU33EJqAfJ
i-JzhQh5W2wsBgAKDKBrjG2F	7	Q6199074	i-MmfEU6soHtpmUU33EJqAfJ
i-HUBkVDxTL4yKuXy1TncKje	7	Q6199074	i-MmfEU6soHtpmUU33EJqAfJ
i-DgGU3B11eFvLMyV7pcV3ra	7	Q6199074	i-MmfEU6soHtpmUU33EJqAfJ
i-LW1K4VjX1X8obbtRV1vVWm	7	Q6199074	i-MmfEU6soHtpmUU33EJqAfJ
i-e6053ee9efdddcf5-0	7	unknown	i-3Smns3nyt8SjMBWkcD5ZsL
i-e6053ee9efdddcf5-1	7	Q6206899	i-VG6x6Q46SQmpPAG4uT3HhR
i-91JDGSXJ3zFa3nwuLaLeMt	7	Q6206899	i-VG6x6Q46SQmpPAG4uT3HhR
i-e6053ee9efdddcf5-3	7	Q179493	i-2fpnwtkdPYgD5NzJ1uEM6n
i-RzZC4przw7Y7gEm63GL8UL	7	Q179493	i-2fpnwtkdPYgD5NzJ1uEM6n
i-J7TBkTZNGv9bAKCt7b1vmh	7	Q179493	i-2fpnwtkdPYgD5NzJ1uEM6n
i-e6053ee9efdddcf5-5	7	Q179493	i-2fpnwtkdPYgD5NzJ1uEM6n
i-2nvUAk9FnA3GjgrmhtN37P	7	Q179493	i-2fpnwtkdPYgD5NzJ1uEM6n
i-e6053ee9efdddcf5-8	7	unknown	i-SnYFh4F99xPViz6GMDN88N
i-4YB3oAcGt4pUvJ7ia3r5md	7	unknown	i-SnYFh4F99xPViz6GMDN88N
i-8YgXFnoU95QgNKYMqDBYTh	8	Q6195774	i-TjA6WXELMke1BqARR2jVmM
i-5eVkyV69YeKz7QLvzvkNHm	8	Q6195774	i-TjA6WXELMke1BqARR2jVmM
i-ERz9S5xQA1Wuwh1ZGGeF1a	8	Q6195774	i-TjA6WXELMke1BqARR2jVmM
i-9KAXXCzrtfj3rs6j1j9jgn	8	Q6195774	i-TjA6WXELMke1BqARR2jVmM
i-PM19TtqoURYYf8wBjxHLno	8	Q6195774	i-TjA6WXELMke1BqARR2jVmM
i-V21w7FRpj9ydV2UsyaYxxf	8	Q6195774	i-TjA6WXELMke1BqARR2jVmM
i-2k36DPQzWc9turyaUM6fdf	8	Q6195774	i-TjA6WXELMke1BqARR2jVmM
i-5vER7h3D3RsL6DwpBGFCcj	8	Q6195774	i-TjA6WXELMke1BqARR2jVmM
i-7jXRNVzHVVCKZGYkY4fm9g	8	Q6195774	i-TjA6WXELMke1BqARR2jVmM
i-Q4y7uPDF7UDtmeP5DnL1z3	8	Q6195774	i-TjA6WXELMke1BqARR2jVmM
i-G7GCPDEQimZoY26zSopwPR	8	unknown	i-HKZaVZ3F2TB44zFEDteeBZ
i-WVfTKehm6SAWuw3TtCu93C	8	Q6195774	i-CnJQKsb5EgCfzUF4wr6rn7
i-HoJwqoV6PY8wpS7cwbRNHY	8	unknown	i-bsRLQcuTezpbvQVGz2CtT
i-c86a27dab9dc7056-0	8	Q6195774	i-14bCmPFfvRWGyMwactK2zp
i-JxPQibjN6u6s12eQGHAdBe	8	Q6195774	i-14bCmPFfvRWGyMwactK2zp
i-H7LeUBHjvVTSMKeZT44zSV	8	unknown	i-6ji46ZBsoPPuUUWdaEUWM1
i-c86a27dab9dc7056-3	8	unknown	i-6ji46ZBsoPPuUUWdaEUWM1
i-c86a27dab9dc7056-4	8	unknown	missing
i-NUreJp3QGRn8gPSyxBBsnd	8	Q5886385	i-578a2THJjaxvaAMZW6qt9P
i-UtrYML3CZ4xq421FBvjwrh	8	unknown	i-KAdQxff76TWwUqJEMf91nz
i-c86a27dab9dc7056-12	8	Q5967746	i-CUaM61qaDqoxx1EnFsYWBh
i-c86a27dab9dc7056-13	8	Q5967746	i-CUaM61qaDqoxx1EnFsYWBh
i-UJVBpQPCSTqsqZpaUabtsp	8	Q5967746	i-CUaM61qaDqoxx1EnFsYWBh
i-c86a27dab9dc7056-17	8	unknown	i-B2ComfkjXqMRrUxWqiL4wv
i-5cSJnUs4vLP4ZNv92C1MXu	8	unknown	i-B2ComfkjXqMRrUxWqiL4wv
i-c86a27dab9dc7056-41	8	unknown	missing
i-F4pM7kEPG2ZotwMrHQt2cj	8	unknown	missing
i-L5ByJdfghDSRbAqvKAUBJo	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-78ohmhxyFAxeNRG2udKcJ6	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-5WundmLzokAUdarW48Pvwr	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-YCaafrCyNPSpuKDRU1bQ1j	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-VpRxZHVvFvFd47aWyFLjhk	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-UXYviApStMZu1ceuiWHcPz	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-6rrmqdqZ5aVicnH3URXEBJ	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-XDyt6ve5dTGkkxchqWs7nq	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-RggzDkmJYybgyWJY9cPQof	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-ChukfknxT8PK17Fsd73faR	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-QcEyQ9USJkfwZQoEPziUKb	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-AGQ2QEosHVr2eLdrqcDrBt	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-frb9Ra6A1R9pHVmHuC2cQ	9	Q6180686	i-Uqxw8F3ab3EzhSdhtXgEQQ
i-CYLVn8bJb1VbXJEZAUwoVe	9	unknown	i-PWk4UNeJWdMaG3JxDaDzEG
i-78993616406aaac1-1	9	unknown	i-PWk4UNeJWdMaG3JxDaDzEG
i-78993616406aaac1-2	9	unknown	missing
i-7ySfo7nxHnFKgErXeYezYB	9	unknown	missing
i-78993616406aaac1-4	9	unknown	missing
i-4SnXFaURG4PtzHMTUBq2U6	9	unknown	missing
i-NFkkevNW1BUSDTYatHMKr3	9	unknown	missing
i-JHhSSR4x6byKXRjPYVsAsn	9	unknown	missing
i-5RcL81FNiawH7fKeNogPdW	9	Q6206899	i-Y2gdM3mpbcnxioMdhTjakM
i-KSLSBbti23iTPcSjTMKK4A	9	Q6206899	i-Y2gdM3mpbcnxioMdhTjakM
i-78993616406aaac1-7	9	Q6206899	i-Y2gdM3mpbcnxioMdhTjakM
i-78993616406aaac1-8	9	Q6206899	i-Y2gdM3mpbcnxioMdhTjakM
i-XQUtEUKRvoP5pKGNjg2Tff	9	Q6206899	i-Y2gdM3mpbcnxioMdhTjakM
i-DU6mom8pUDyQv2yP8yWGhE	9	unknown	i-GuKMXaKb5uxijU8tHTXeSk
i-2wMTwBVug2Mu5QzrqQ1jRi	9	Q6151901	i-MWg5aQjasHD18uxfouiMch
i-X2sLT9ih3CyK7TkHNacjbL	9	Q4957038	i-SKNuteKo1bRroN1ieM8Kxi
i-78993616406aaac1-15	9	Q4957038	i-SKNuteKo1bRroN1ieM8Kxi
i-YMU1cuk1pQFaB9yA8FLhN1	9	Q4957038	i-SKNuteKo1bRroN1ieM8Kxi
i-S7nYSbpfX8CptxPtpxVwtK	9	unknown	i-62j4hD9tw7szBSmFtDbLq9
i-78993616406aaac1-45	9	Q514209	i-SLjr9n1mdabZqnU8nPCYAh
i-SvgA1STGTvRu5BXbfMd88S	9	Q514209	i-SLjr9n1mdabZqnU8nPCYAh
i-WxR2iLtYarELjjMKwUah2R	9	Q514209	i-SLjr9n1mdabZqnU8nPCYAh
i-WWjJUYW6bj2hRKt78TvoR7	9	Q514209	i-SLjr9n1mdabZqnU8nPCYAh
i-KwqtWicePvAG4UcPNCLMWT	9	Q1554742	i-D7UyuqJ3HZRzwWY5U43fKX
i-A1JKsRfuovPBV2VeadLWes	9	Q1554742	i-D7UyuqJ3HZRzwWY5U43fKX
i-78993616406aaac1-47	9	Q1554742	i-D7UyuqJ3HZRzwWY5U43fKX
i-4BJtmvmaQTdkntP5yhzLzT	9	Q1554742	i-D7UyuqJ3HZRzwWY5U43fKX
i-78993616406aaac1-48	9	Q1554742	i-D7UyuqJ3HZRzwWY5U43fKX
i-J7cXLWUUh7pfZ3pM72mwtJ	9	Q1554742	i-D7UyuqJ3HZRzwWY5U43fKX
i-78993616406aaac1-50	9	Q1554742	i-D7UyuqJ3HZRzwWY5U43fKX
i-K2isWjmQ3aDEem1eDMHXf1	9	Q1554742	i-D7UyuqJ3HZRzwWY5U43fKX
i-78993616406aaac1-56	9	Q1554742	i-D7UyuqJ3HZRzwWY5U43fKX
